# LTER Weather Station - Daily Precip and Air Temp
#
# Original Data Source: https://lter.kbs.msu.edu/datatables/7
# The newest version of the data https://lter.kbs.msu.edu/datatables/7.csv
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/5.eml
#
# These Data are copyrighted and use in a publication requires written permission
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/
# Use of the data constitutes acceptance of the terms.
#
#     VARIATE TABLE
# date		date of observation
# precipitation	millimeter	liquid-equivalent depth of precipitation for the date
# flag_precip		first letter only, representing:  Good, Questionable, Missing, Estimated, or Trace
# air_temp_mean	celsius	mean air temperature, average of all hourly means
# flag_air_temp_mean		first letter only, representing:  Good, Questionable, Missing, or Estimated
# air_temp_max	celsius	maximum air temperature, highest of all hourly maxima
# flag_air_temp_max		first letter only, representing:  Good, Questionable, Missing, or Estimated
# air_temp_min	celsius	minimum air temperature, lowest of all hourly minima
# flag_air_temp_min		first letter only, representing:  Good, Questionable, Missing, or Estimated
# year		year in which the date occurs
#
#
#        DATA TABLE CORRECTIONS AND COMMENTS
#
#
date,precipitation,flag_precip,air_temp_mean,flag_air_temp_mean,air_temp_max,flag_air_temp_max,air_temp_min,flag_air_temp_min,year
#,millimeter,,celsius,,celsius,,celsius,,
1992-12-02,3.05, ,-0.30, ,2.00, ,-1.80, ,1992
1992-12-01,0, ,-0.80, ,0.10, ,-1.90, ,1992
1992-11-30,0.25, ,0.10, ,2.10, ,-0.80, ,1992
1992-11-29,0, ,1.00, ,5.40, ,-1.80, ,1992
1992-11-28,0, ,-0.70, ,0.00, ,-1.70, ,1992
1992-11-27,0, ,0.20, ,1.60, ,-0.60, ,1992
1992-11-26,1.02, ,2.70, ,7.70, ,0.20, ,1992
1992-11-25,2.54, ,3.70, ,7.70, ,1.60, ,1992
1992-11-24,0, ,2.40, ,3.60, ,1.20, ,1992
1992-11-23,1.78, ,2.10, ,3.60, ,1.20, ,1992
1992-11-22,21.33, ,4.00, ,4.80, ,2.90, ,1992
1992-11-21,1.78, ,10.00, ,13.60, ,4.60, ,1992
1992-11-20,0, ,8.60, ,14.80, ,2.80, ,1992
1992-11-19,0, ,1.40, ,5.60, ,-3.00, ,1992
1992-11-18,0, ,0.10, ,2.70, ,-1.80, ,1992
1992-11-17,0, ,2.10, ,4.10, ,0.50, ,1992
1992-11-16,1.52, ,0.30, ,3.40, ,-4.70, ,1992
1992-11-15,1.02, ,-3.10, ,-0.40, ,-6.60, ,1992
1992-11-14,0.51, ,-2.60, ,-0.70, ,-4.10, ,1992
1992-11-13,1.02, ,-0.80, ,2.60, ,-2.80, ,1992
1992-11-12,36.07, ,6.80, ,13.10, ,1.80, ,1992
1992-11-11,1.27, ,5.60, ,9.50, ,3.30, ,1992
1992-11-10,3.81,E,8.70,E,9.60,E,7.80,E,1992
1992-11-09,1.27,E,6.40,E,9.50,E,3.00,E,1992
1992-11-08,0,E,1.20,E,4.30,E,-1.60,E,1992
1992-11-07,0,E,-1.20,E,4.00,E,-5.60,E,1992
1992-11-06,0,E,-0.30,E,1.90,E,-2.90,E,1992
1992-11-05,3.81,E,,M,,M,,M,1992
1992-11-04,1.27,E,,M,,M,,M,1992
1992-11-03,0,E,,M,,M,,M,1992
1992-11-02,17.78,E,,M,,M,,M,1992
1992-11-01,16.51,E,3.30,E,11.30,E,2.10,E,1992
1992-10-31,0,E,4.20,E,12.60,E,-1.60,E,1992
1992-10-30,0,E,4.20,E,9.00,E,3.50,E,1992
1992-10-29,0,E,6.00,E,10.40,E,2.50,E,1992
1992-10-28,0,E,7.10,E,17.30,E,0.10,E,1992
1992-10-27,0,E,5.70,E,14.60,E,-1.60,E,1992
1992-10-26,0,E,9.50,E,15.00,E,2.00,E,1992
1992-10-25,0,E,7.30,E,15.90,E,-0.20,E,1992
1992-10-24,0,E,11.90,E,16.50,E,4.50,E,1992
1992-10-23,0,E,16.10,E,23.30,E,9.60,E,1992
1992-10-22,0,E,8.60,E,17.50,E,-0.50,E,1992
1992-10-21,0,E,5.40,E,12.70,E,-0.40,E,1992
1992-10-20,3.05,E,2.60,E,6.30,E,0.00,E,1992
1992-10-19,0,E,1.50,E,7.70,E,-1.60,E,1992
1992-10-18,3.3,E,2.30,E,6.70,E,-2.50,E,1992
1992-10-17,0,E,3.90,E,9.00,E,-1.90,E,1992
1992-10-16,2.29,E,7.80,E,16.40,E,3.80,E,1992
1992-10-15,7.87,E,11.10,E,16.30,E,9.80,E,1992
1992-10-14,28.7,E,11.70,E,20.20,E,7.60,E,1992
1992-10-13,0,E,7.60,E,13.50,E,3.30,E,1992
1992-10-12,0,E,8.40,E,15.30,E,4.50,E,1992
1992-10-11,1.52,E,8.90,E,11.50,E,6.60,E,1992
1992-10-10,0,E,11.10,E,17.20,E,7.90,E,1992
1992-10-09,2.03,E,9.60,E,11.90,E,7.30,E,1992
1992-10-08,5.33,E,12.20,E,18.30,E,5.80,E,1992
1992-10-07,0,E,11.60,E,21.50,E,1.80,E,1992
1992-10-06,0,E,9.20,E,20.30,E,0.80,E,1992
1992-10-05,0,E,9.30,E,18.10,E,3.00,E,1992
1992-10-04,0,E,13.10,E,19.50,E,5.90,E,1992
1992-10-03,0,E,17.40,E,25.90,E,11.40,E,1992
1992-10-02,0,E,16.50,E,24.00,E,9.20,E,1992
1992-10-01,0,E,13.20,E,22.20,E,4.90,E,1992
1992-09-30,0,E,8.80,E,17.80,E,1.40,E,1992
1992-09-29,0,E,6.80,E,14.30,E,0.10,E,1992
1992-09-28,0,E,9.70,E,14.90,E,3.00,E,1992
1992-09-27,3.81,E,13.80,E,17.60,E,8.50,E,1992
1992-09-26,17.78,E,14.20,E,19.20,E,8.70,E,1992
1992-09-25,0,E,12.90,E,22.40,E,5.00,E,1992
1992-09-24,0,E,10.90,E,20.20,E,3.80,E,1992
1992-09-23,0,E,7.40,E,15.50,E,1.10,E,1992
1992-09-22,0, ,12.60,E,17.00,E,3.30,E,1992
1992-09-21,13.2, ,18.70,E,23.80,E,13.40,E,1992
1992-09-20,7.11, ,13.00,E,20.30,E,4.20,E,1992
1992-09-19,0, ,11.00,E,17.50,E,6.00,E,1992
1992-09-18,13.71, ,17.70,E,21.80,E,10.20,E,1992
1992-09-17,0, ,22.10,E,26.60,E,19.80,E,1992
1992-09-16,0, ,22.30,E,26.80,E,19.10,E,1992
1992-09-15,8.13, ,21.80,E,29.20,E,18.30,E,1992
1992-09-14,0, ,20.50,E,27.70,E,14.50,E,1992
1992-09-13,0, ,16.60,E,23.70,E,9.50,E,1992
1992-09-12,0, ,14.10,E,22.10,E,6.40,E,1992
1992-09-11,0, ,12.90,E,20.30,E,8.40,E,1992
1992-09-10,1.02, ,15.40,E,18.70,E,9.80,E,1992
1992-09-09,47.24, ,14.70,E,20.20,E,7.10,E,1992
1992-09-08,7.87, ,16.40,E,21.00,E,7.20,E,1992
1992-09-07,0.25, ,21.50,E,28.40,E,17.60,E,1992
1992-09-06,7.11, ,21.40,E,28.40,E,17.40,E,1992
1992-09-05,0, ,18.90,E,26.90,E,12.10,E,1992
1992-09-04,0, ,16.90,E,25.00,E,9.20,E,1992
1992-09-03,6.86, ,19.10,E,24.40,E,11.90,E,1992
1992-09-02,6.1, ,17.30,E,19.90,E,13.80,E,1992
1992-09-01,0, ,16.40,E,25.10,E,8.50,E,1992
1992-08-31,0, ,16.30,E,22.10,E,10.40,E,1992
1992-08-30,0, ,18.90,E,21.70,E,15.80,E,1992
1992-08-29,0, ,15.60,E,20.90,E,8.60,E,1992
1992-08-28,10.41, ,13.30,E,18.90,E,9.10,E,1992
1992-08-27,22.86, ,15.80,E,17.70,E,13.40,E,1992
1992-08-26,0.76, ,21.60,E,26.10,E,16.90,E,1992
1992-08-25,9.4, ,23.70,E,30.70,E,19.30,E,1992
1992-08-24,0, ,23.70,E,30.70,E,18.80,E,1992
1992-08-23,0, ,21.10,E,28.20,E,14.40,E,1992
1992-08-22,0, ,18.70,E,27.60,E,9.10,E,1992
1992-08-21,0, ,17.20,E,26.80,E,7.30,E,1992
1992-08-20,0, ,15.60,E,25.20,E,7.00,E,1992
1992-08-19,0, ,15.90,E,22.70,E,8.80,E,1992
1992-08-18,2.03, ,16.30,E,22.30,E,11.70,E,1992
1992-08-17,0, ,16.60,E,26.00,E,7.40,E,1992
1992-08-16,0, ,16.20,E,24.70,E,9.10,E,1992
1992-08-15,0, ,15.90,E,21.70,E,12.00,E,1992
1992-08-14,0, ,14.70,E,20.40,E,10.30,E,1992
1992-08-13,0, ,14.50,E,20.50,E,11.50,E,1992
1992-08-12,6.1, ,14.50,E,19.30,E,10.40,E,1992
1992-08-11,0, ,19.30,E,24.60,E,11.90,E,1992
1992-08-10,0.25, ,25.70,E,31.00,E,19.00,E,1992
1992-08-09,0, ,24.10,E,31.40,E,17.50,E,1992
1992-08-08,21.08, ,20.70,E,23.90,E,17.50,E,1992
1992-08-07,1.27, ,19.40,E,25.80,E,10.70,E,1992
1992-08-06,0, ,18.30,E,27.00,E,9.60,E,1992
1992-08-05,0, ,16.90,E,25.90,E,9.40,E,1992
1992-08-04,0, ,16.60,E,23.20,E,10.90,E,1992
1992-08-03,0.25, ,18.00,E,25.10,E,13.50,E,1992
1992-08-02,1.52, ,19.20,E,24.60,E,15.10,E,1992
1992-08-01,0, ,18.90,E,24.90,E,11.60,E,1992
1992-07-31,30.23, ,15.80,E,22.70,E,12.10,E,1992
1992-07-30,22.86, ,15.00,E,17.20,E,13.10,E,1992
1992-07-29,0, ,20.00,E,25.40,E,12.60,E,1992
1992-07-28,0, ,20.50,E,27.40,E,12.20,E,1992
1992-07-27,0, ,19.40,E,24.80,E,12.40,E,1992
1992-07-26,3.56, ,21.70,E,26.00,E,17.70,E,1992
1992-07-25,0.76,E,19.70,E,24.20,E,14.40,E,1992
1992-07-24,0,E,18.10,E,23.50,E,15.00,E,1992
1992-07-23,19.3, ,14.00,E,15.20,E,11.60,E,1992
1992-07-22,0.76, ,15.40,E,22.70,E,11.30,E,1992
1992-07-21,0, ,15.20,E,22.40,E,8.60,E,1992
1992-07-20,0, ,19.90,E,23.60,E,14.00,E,1992
1992-07-19,0, ,20.80,E,27.40,E,12.90,E,1992
1992-07-18,3.05, ,20.00,E,25.70,E,15.10,E,1992
1992-07-17,2.54, ,21.20,E,27.40,E,17.70,E,1992
1992-07-16,0, ,19.00,E,24.30,E,12.70,E,1992
1992-07-15,1.02, ,17.20,E,23.40,E,13.60,E,1992
1992-07-14,25.4, ,18.40,E,22.00,E,14.40,E,1992
1992-07-13,16.26, ,18.20,E,20.20,E,16.50,E,1992
1992-07-12,9.14, ,22.10,E,26.20,E,18.90,E,1992
1992-07-11,0, ,21.30,E,29.60,E,14.30,E,1992
1992-07-10,0, ,21.30,E,25.90,E,16.40,E,1992
1992-07-09,0, ,21.70,E,25.40,E,18.80,E,1992
1992-07-08,7.62, ,21.80,E,27.50,E,17.50,E,1992
1992-07-07,0, ,19.60,E,27.00,E,10.00,E,1992
1992-07-06,0, ,17.40,E,25.60,E,9.90,E,1992
1992-07-05,0, ,18.00,E,23.50,E,13.40,E,1992
1992-07-04,8.64, ,20.00,E,27.00,E,14.10,E,1992
1992-07-03,0.51, ,19.50,E,24.40,E,15.00,E,1992
1992-07-02,0.25, ,23.30,E,31.20,E,17.00,E,1992
1992-07-01,0, ,24.50,E,34.40,E,14.90,E,1992
1992-06-30,0, ,21.20,E,30.60,E,13.70,E,1992
1992-06-29,0, ,21.80,E,30.60,E,14.10,E,1992
1992-06-28,0, ,16.90,E,27.80,E,5.70,E,1992
1992-06-27,0, ,14.90,E,22.50,E,7.90,E,1992
1992-06-26,0, ,16.70,E,23.30,E,10.90,E,1992
1992-06-25,0, ,16.60,E,24.30,E,8.80,E,1992
1992-06-24,0, ,14.90,E,22.30,E,8.80,E,1992
1992-06-23,6.86, ,12.20,E,15.80,E,9.00,E,1992
1992-06-22,0, ,12.90,E,21.70,E,2.70,E,1992
1992-06-21,0, ,10.90,E,17.50,E,4.80,E,1992
1992-06-20,0, ,10.70,E,15.30,E,6.50,E,1992
1992-06-19,0, ,12.80,E,16.90,E,9.30,E,1992
1992-06-18,0.76, ,21.30,E,26.00,E,16.90,E,1992
1992-06-17,13.46, ,23.30,E,34.90,E,17.10,E,1992
1992-06-16,0, ,20.50,E,29.40,E,11.10,E,1992
1992-06-15,0, ,18.30,E,24.90,E,14.10,E,1992
1992-06-14,0, ,22.00,E,29.90,E,14.30,E,1992
1992-06-13,0, ,22.70,E,32.70,E,11.50,E,1992
1992-06-12,0, ,21.40,E,31.00,E,10.60,E,1992
1992-06-11,0, ,19.90,E,28.80,E,9.40,E,1992
1992-06-10,0, ,18.10,E,27.10,E,8.10,E,1992
1992-06-09,0, ,17.10,E,23.90,E,11.40,E,1992
1992-06-08,0, ,16.80,E,24.60,E,9.20,E,1992
1992-06-07,11.43, ,17.70,E,23.90,E,11.00,E,1992
1992-06-06,0.25, ,19.10,E,26.70,E,13.80,E,1992
1992-06-05,8.13, ,18.40,E,23.90,E,15.30,E,1992
1992-06-04,2.54, ,17.50,E,22.20,E,13.90,E,1992
1992-06-03,0, ,19.30,E,27.40,E,9.50,E,1992
1992-06-02,0, ,18.00, ,27.80, ,7.00, ,1992
1992-06-01,0, ,16.40,E,24.30,E,7.50,E,1992
1992-05-31,0, ,15.20,E,23.40,E,9.40,E,1992
1992-05-30,16.51, ,11.30,E,12.80,E,9.90,E,1992
1992-05-29,0.76, ,14.60,E,23.40,E,4.20,E,1992
1992-05-28,0, ,13.00,E,23.30,E,1.60,E,1992
1992-05-27,0,E,10.40,E,19.40,E,0.60,E,1992
1992-05-26,0.25, ,7.40,E,14.00,E,2.90,E,1992
1992-05-25,0.25, ,6.60,E,14.70,E,-1.40,E,1992
1992-05-24,0, ,4.70,E,7.70,E,0.60,E,1992
1992-05-23,4.57, ,14.10,E,21.50,E,4.80,E,1992
1992-05-22,1.78, ,21.40,E,30.00,E,16.30,E,1992
1992-05-21,0, ,21.80,E,29.70,E,12.60,E,1992
1992-05-20,0, ,19.50,E,29.50,E,7.80,E,1992
1992-05-19,0, ,15.70,E,26.60,E,5.40,E,1992
1992-05-18,0, ,13.10,E,19.30,E,8.10,E,1992
1992-05-17,2.29, ,21.90,E,28.30,E,15.00,E,1992
1992-05-16,0, ,19.80,E,27.80,E,8.90,E,1992
1992-05-15,0,E,14.20,E,24.90,E,3.20,E,1992
1992-05-14,0,E,11.00,E,17.80,E,6.60,E,1992
1992-05-13,0,E,16.00,E,22.20,E,7.00,E,1992
1992-05-12,2.29, ,20.60,E,27.30,E,16.10,E,1992
1992-05-11,0, ,21.90,E,28.50,E,13.70,E,1992
1992-05-10,0, ,17.40,E,26.00,E,6.70,E,1992
1992-05-09,0.51, ,14.00,E,20.00,E,9.70,E,1992
1992-05-08,0, ,14.60,E,22.40,E,3.20,E,1992
1992-05-07,0, ,11.90,E,21.80,E,1.70,E,1992
1992-05-06,0, ,8.30,E,16.80,E,-1.10,E,1992
1992-05-05,0, ,6.50,E,12.90,E,0.70,E,1992
1992-05-04,2.03, ,6.70,E,12.10,E,1.80,E,1992
1992-05-03,0, ,8.20,E,11.40,E,6.10,E,1992
1992-05-02,0, ,18.70,E,23.40,E,9.30,E,1992
1992-05-01,0, ,19.00,E,29.00,E,8.40,E,1992
1992-04-30,0, ,12.30,E,19.60,E,8.40,E,1992
1992-04-29,10.67, ,8.70,E,11.90,E,6.20,E,1992
1992-04-28,0, ,7.60,E,15.60,E,-1.90,E,1992
1992-04-27,0.51, ,5.60,E,11.80,E,1.70,E,1992
1992-04-26,1.27, ,6.10,E,11.50,E,3.20,E,1992
1992-04-25,3.56, ,3.40,E,5.40,E,1.00,E,1992
1992-04-24,2.79, ,7.20,E,10.80,E,3.10,E,1992
1992-04-23,22.61, ,10.60,E,20.10,E,3.20,E,1992
1992-04-22,0.25, ,5.50,E,6.90,E,3.60,E,1992
1992-04-21,3.05, ,14.10,E,22.10,E,6.60,E,1992
1992-04-20,3.81, ,18.50,E,23.70,E,14.90,E,1992
1992-04-19,0, ,17.70,E,25.50,E,9.50,E,1992
1992-04-18,0.25, ,9.00,E,15.40,E,5.20,E,1992
1992-04-17,0, ,5.40,E,8.40,E,3.20,E,1992
1992-04-16,7.11, ,10.10,E,19.40,E,4.40,E,1992
1992-04-15,7.62, ,6.20,E,14.50,E,0.20,E,1992
1992-04-14,0, ,3.00,E,7.60,E,0.50,E,1992
1992-04-13,0, ,0.30,E,4.30,E,-3.40,E,1992
1992-04-12,0, ,2.10,E,7.10,E,-1.60,E,1992
1992-04-11,5.84, ,6.30,E,14.30,E,1.30,E,1992
1992-04-10,0, ,4.90,E,7.70,E,2.60,E,1992
1992-04-09,0, ,8.60,E,16.80,E,3.90,E,1992
1992-04-08,0, ,7.20,E,15.20,E,-1.20,E,1992
1992-04-07,1.78, ,9.20,E,15.20,E,4.20,E,1992
1992-04-06,0, ,8.70,E,18.30,E,-1.60,E,1992
1992-04-05,0, ,3.50,E,12.20,E,-4.20,E,1992
1992-04-04,2.54, ,2.70,E,7.60,E,-0.80,E,1992
1992-04-03,0, ,1.30,E,8.60,E,-5.10,E,1992
1992-04-02,0, ,-3.20,E,1.10,E,-6.50,E,1992
1992-04-01,0, ,-1.70,E,1.80,E,-4.60,E,1992
1992-03-31,4.57, ,1.80,E,10.40,E,-3.20,E,1992
1992-03-30,1.52, ,2.40,E,6.30,E,-0.70,E,1992
1992-03-29,1.52, ,3.10,E,7.40,E,0.50,E,1992
1992-03-28,0, ,2.10,E,9.90,E,-5.10,E,1992
1992-03-27,1.52, ,1.60,E,6.90,E,-2.60,E,1992
1992-03-26,6.35, ,3.90,E,11.00,E,0.40,E,1992
1992-03-25,1.52, ,5.30,E,7.40,E,2.40,E,1992
1992-03-24,0, ,4.20,E,12.80,E,-5.40,E,1992
1992-03-23,0, ,-1.70,E,5.90,E,-10.10,E,1992
1992-03-22,2.54, ,-2.30,E,3.30,E,-6.10,E,1992
1992-03-21,0, ,-3.10,E,2.90,E,-8.20,E,1992
1992-03-20,0.25, ,-0.90,E,5.40,E,-5.20,E,1992
1992-03-19,0, ,-0.60,E,6.70,E,-5.30,E,1992
1992-03-18,0, ,-1.40,E,2.20,E,-5.20,E,1992
1992-03-17,2.29, ,3.70,E,9.60,E,-2.90,E,1992
1992-03-16,1.27, ,-1.40,E,4.90,E,-9.70,E,1992
1992-03-15,0, ,-5.50,E,0.80,E,-11.60,E,1992
1992-03-14,0.51, ,-3.20,E,2.50,E,-8.50,E,1992
1992-03-13,2.29, ,-5.10,E,2.00,E,-10.70,E,1992
1992-03-12,0, ,-6.60,E,0.20,E,-11.80,E,1992
1992-03-11,0, ,-6.00,E,-0.10,E,-9.70,E,1992
1992-03-10,7.11, ,-4.50,E,2.40,E,-8.10,E,1992
1992-03-09,4.06, ,9.80,E,14.90,E,2.30,E,1992
1992-03-08,0, ,6.80,E,12.00,E,4.20,E,1992
1992-03-07,0.51, ,11.00,E,18.70,E,4.90,E,1992
1992-03-06,7.37, ,8.60,E,11.40,E,6.80,E,1992
1992-03-05,1.52, ,10.90,E,16.70,E,6.40,E,1992
1992-03-04,0, ,8.90,E,20.40,E,-0.10,E,1992
1992-03-03,0, ,5.10,E,12.80,E,1.50,E,1992
1992-03-02,0, ,4.80,E,13.10,E,0.60,E,1992
1992-03-01,0, ,8.70,E,18.20,E,-1.20,E,1992
1992-02-29,0, ,-4.00,E,0.70,E,-8.40,E,1992
1992-02-28,2.03, ,1.50,E,4.60,E,-5.20,E,1992
1992-02-27,0, ,2.60,E,8.70,E,-0.40,E,1992
1992-02-26,0, ,0.80,E,4.90,E,-1.10,E,1992
1992-02-25,2.79, ,0.90,E,2.40,E,-0.90,E,1992
1992-02-24,0.76, ,2.30,E,8.60,E,-1.70,E,1992
1992-02-23,0, ,3.50,E,6.20,E,-0.80,E,1992
1992-02-22,0, ,4.70,E,13.30,E,-0.60,E,1992
1992-02-21,0, ,1.50,E,4.30,E,-1.80,E,1992
1992-02-20,0, ,1.40,E,5.50,E,-0.50,E,1992
1992-02-19,1.27, ,2.10,E,3.90,E,0.20,E,1992
1992-02-18,2.79, ,1.70,E,4.50,E,0.30,E,1992
1992-02-17,0, ,0.60,E,2.00,E,-0.60,E,1992
1992-02-16,0, ,0.10,E,2.60,E,-1.50,E,1992
1992-02-15,11.94, ,1.00,E,3.00,E,0.00,E,1992
1992-02-14,0.51, ,-0.40,E,1.00,E,-1.50,E,1992
1992-02-13,0, ,-3.80,E,-0.90,E,-7.40,E,1992
1992-02-12,0, ,-8.90,E,-2.40,E,-14.80,E,1992
1992-02-11,0, ,-3.70,E,0.80,E,-11.80,E,1992
1992-02-10,0.76, ,-2.20,E,2.10,E,-9.10,E,1992
1992-02-09,0, ,-8.80,E,-3.10,E,-15.40,E,1992
1992-02-08,0, ,-6.70,E,-2.70,E,-9.70,E,1992
1992-02-07,0, ,-2.20,E,0.30,E,-5.60,E,1992
1992-02-06,0, ,-1.20,E,3.50,E,-5.20,E,1992
1992-02-05,0, ,-3.00,E,2.90,E,-8.10,E,1992
1992-02-04,0, ,-0.20,E,5.00,E,-4.70,E,1992
1992-02-03,0, ,1.30,E,8.30,E,-5.50,E,1992
1992-02-02,0, ,-1.50,E,6.60,E,-8.40,E,1992
1992-02-01,0, ,-5.50,E,1.30,E,-10.80,E,1992
1992-01-31,0.51, ,-0.80,E,1.20,E,-3.50,E,1992
1992-01-30,0, ,0.40,E,2.30,E,-1.80,E,1992
1992-01-29,0, ,-2.00,E,1.10,E,-3.30,E,1992
1992-01-28,0, ,-0.60,E,2.30,E,-2.00,E,1992
1992-01-27,0, ,-2.00,E,5.60,E,-6.60,E,1992
1992-01-26,0, ,-4.50,E,-0.60,E,-8.60,E,1992
1992-01-25,0, ,-9.10,E,-5.20,E,-12.90,E,1992
1992-01-24,0, ,-8.00,E,-5.30,E,-12.10,E,1992
1992-01-23,1.52, ,0.30,E,3.10,E,-6.10,E,1992
1992-01-22,0.25, ,-0.30,E,4.10,E,-5.30,E,1992
1992-01-21,0, ,-0.80, ,9.80, ,-6.00, ,1992
1992-01-20,0, ,-6.40,E,-2.80, ,-9.40, ,1992
1992-01-19,0, ,-13.20,E,-4.40, ,-19.40, ,1992
1992-01-18,0, ,-13.40,E,-9.10, ,-14.90, ,1992
1992-01-17,0, ,-5.90,E,-1.80, ,-9.20, ,1992
1992-01-16,0, ,-14.90,E,-7.80, ,-18.50, ,1992
1992-01-15,0.25, ,-8.70,E,-4.30, ,-14.50, ,1992
1992-01-14,0.51, ,-5.70,E,-2.60, ,-7.30, ,1992
1992-01-13,1.27,E,1.50,E,4.00, ,-2.80, ,1992
1992-01-12,0,E,1.20,E,,M,,M,1992
1992-01-11,0,E,0.70,E,,M,,M,1992
1992-01-10,0,E,-1.10,E,,M,,M,1992
1992-01-09,2.54,E,,M,,M,,M,1992
1992-01-08,8.89,E,0.10,E,,M,,M,1992
1992-01-07,0,E,0.80,E,,M,,M,1992
1992-01-06,0,E,0.20,E,,M,,M,1992
1992-01-05,0,E,0.00,E,,M,,M,1992
1992-01-04,0,E,,M,,M,,M,1992
1992-01-03,2.54,E,,M,,M,,M,1992
1992-01-02,2.54,E,,M,,M,,M,1992
1992-01-01,0, ,,M,,M,,M,1992
1991-12-31,0, ,,M,,M,,M,1991
1991-12-30,0, ,,M,,M,,M,1991
1991-12-29,12.7, ,,M,,M,,M,1991
1991-12-28,0, ,,M,,M,,M,1991
1991-12-27,0, ,,M,,M,,M,1991
1991-12-26,0, ,,M,,M,,M,1991
1991-12-25,0, ,-1.20,E,5.50,E,-6.00,E,1991
1991-12-24,0,E,-2.20,E,3.70,E,-7.60,E,1991
1991-12-23,0,E,-0.20,E,2.80,E,-6.00,E,1991
1991-12-22,0,E,-2.00,E,0.10,E,-5.30,E,1991
1991-12-21,1.27,E,0.50,E,4.30,E,-3.40,E,1991
1991-12-20,8.89,E,-1.60,E,0.70,E,-5.00,E,1991
1991-12-19,0,E,-8.10,E,-1.10,E,-13.50,E,1991
1991-12-18,0,E,,M,,M,,M,1991
1991-12-17,0,E,,M,,M,,M,1991
1991-12-16,0,E,-8.30,E,-3.50,E,-11.80,E,1991
1991-12-15,1.27,E,-6.60,E,-3.90,E,-11.20,E,1991
1991-12-14,1.27,E,,M,,M,,M,1991
1991-12-13,0,E,3.40,E,7.30,E,-2.00,E,1991
1991-12-12,12.7,E,7.00,E,13.90,E,-0.20,E,1991
1991-12-11,1.27,E,,M,,M,,M,1991
1991-12-10,0,E,,M,,M,,M,1991
1991-12-09,0,E,,M,,M,,M,1991
1991-12-08,4.57,E,,M,,M,,M,1991
1991-12-07,2.54,E,,M,,M,,M,1991
1991-12-06,1.27,E,,M,,M,,M,1991
1991-12-05,0.76,E,,M,,M,,M,1991
1991-12-04,0,E,-7.50,E,-4.30,E,-13.00,E,1991
1991-12-03,7.62,E,-3.40,E,-1.30,E,-6.50,E,1991
1991-12-02,7.62,E,-2.70,E,-1.30,E,-4.10,E,1991
1991-12-01,0.76,E,-1.00,E,1.20,E,-2.90,E,1991
1991-11-30,2.54,E,7.50,E,14.50,E,1.40,E,1991
1991-11-29,16.51,E,4.90,E,13.70,E,0.10,E,1991
1991-11-28,20.32,E,0.80,E,2.60,E,-0.20,E,1991
1991-11-27,2.54,E,1.30,E,2.80,E,-1.30,E,1991
1991-11-26,0,E,-4.50,E,-1.50,E,-8.10,E,1991
1991-11-25,1.27,E,-3.80,E,-2.00,E,-5.90,E,1991
1991-11-24,1.27,E,-3.40,E,-1.20,E,-5.30,E,1991
1991-11-23,1.78,E,2.10,E,7.30,E,-3.90,E,1991
1991-11-22,0,E,4.90,E,9.90,E,2.50,E,1991
1991-11-21,0,E,4.10,E,11.50,E,-1.20,E,1991
1991-11-20,8.89,E,7.60,E,12.80,E,2.00,E,1991
1991-11-19,10.16,E,15.60,E,18.90,E,12.60,E,1991
1991-11-18,1.27,E,11.10,E,15.30,E,5.50,E,1991
1991-11-17,0,E,2.40,E,9.10,E,-3.70,E,1991
1991-11-16,0,E,2.80,E,7.30,E,-2.20,E,1991
1991-11-15,11.43,E,9.60,E,11.00,E,6.90,E,1991
1991-11-14,8.89,E,8.00,E,12.80,E,1.90,E,1991
1991-11-13,0,E,4.30,E,9.70,E,0.10,E,1991
1991-11-12,0,E,1.70,E,2.30,E,1.20,E,1991
1991-11-11,0,E,2.40,E,7.60,E,-2.50,E,1991
1991-11-10,0,E,0.30,E,7.60,E,-5.80,E,1991
1991-11-09,0,E,-2.70,E,3.80,E,-8.40,E,1991
1991-11-08,0,E,-4.90,E,0.30,E,-9.30,E,1991
1991-11-07,0,E,-6.10,E,-2.60,E,-9.60,E,1991
1991-11-06,1.27,E,-2.00,E,1.40,E,-6.20,E,1991
1991-11-05,0,E,-3.90,E,-1.10,E,-7.60,E,1991
1991-11-04,0,E,-6.40,E,-3.90,E,-7.80,E,1991
1991-11-03,0,E,-6.60,E,-4.70,E,-8.10,E,1991
1991-11-02,0,E,-2.60,E,0.20,E,-6.20,E,1991
1991-11-01,7.62,E,8.00,E,13.10,E,1.50,E,1991
1991-10-31,0,E,6.90,E,9.30,E,5.10,E,1991
1991-10-30,10.16,E,11.10,E,15.80,E,5.90,E,1991
1991-10-29,1.27,E,15.00,E,19.80,E,10.00,E,1991
1991-10-28,0,E,9.80,E,13.50,E,8.00,E,1991
1991-10-27,0,E,10.50,E,14.60,E,7.70,E,1991
1991-10-26,31.75,E,15.50,E,17.80,E,12.50,E,1991
1991-10-25,25.4,E,16.30,E,18.20,E,12.40,E,1991
1991-10-24,0.25,E,18.70,E,21.00,E,17.40,E,1991
1991-10-23,0,E,18.00,E,23.60,E,14.70,E,1991
